county,date,unemployment_rate,sahm_value
Calhoun County,1990-01-01T00:00:00.000Z,6.6,NaN
Calhoun County,1990-02-01T00:00:00.000Z,7.1,NaN
Calhoun County,1990-03-01T00:00:00.000Z,7.7,NaN
Calhoun County,1990-04-01T00:00:00.000Z,7.3,NaN
Calhoun County,1990-05-01T00:00:00.000Z,7.4,NaN
Calhoun County,1990-06-01T00:00:00.000Z,7.7,NaN
Calhoun County,1990-07-01T00:00:00.000Z,7.9,NaN
Calhoun County,1990-08-01T00:00:00.000Z,6.9,NaN
Calhoun County,1990-09-01T00:00:00.000Z,6.6,NaN
Calhoun County,1990-10-01T00:00:00.000Z,6.7,NaN
Calhoun County,1990-11-01T00:00:00.000Z,7,NaN
Calhoun County,1990-12-01T00:00:00.000Z,7.3,NaN
Calhoun County,1991-01-01T00:00:00.000Z,8.8,NaN
Calhoun County,1991-02-01T00:00:00.000Z,8.3,NaN
Calhoun County,1991-03-01T00:00:00.000Z,7.7,1.5333333333333323
Calhoun County,1991-04-01T00:00:00.000Z,7.1,0.966666666666665
Calhoun County,1991-05-01T00:00:00.000Z,7,0.5333333333333314
Calhoun County,1991-06-01T00:00:00.000Z,7.9,0.5999999999999979
Calhoun County,1991-07-01T00:00:00.000Z,8.3,0.9999999999999982
Calhoun County,1991-08-01T00:00:00.000Z,7.4,1.133333333333331
Calhoun County,1991-09-01T00:00:00.000Z,7.2,0.8999999999999986
Calhoun County,1991-10-01T00:00:00.000Z,7.1,0.4999999999999982
Calhoun County,1991-11-01T00:00:00.000Z,7.1,0.36666666666666625
Calhoun County,1991-12-01T00:00:00.000Z,6.9,0.03333333333333233
Calhoun County,1992-01-01T00:00:00.000Z,8.6,0.5
Calhoun County,1992-02-01T00:00:00.000Z,8.7,1.0333333333333332
Calhoun County,1992-03-01T00:00:00.000Z,8.6,1.6000000000000014
Calhoun County,1992-04-01T00:00:00.000Z,7.8,1.333333333333334
Calhoun County,1992-05-01T00:00:00.000Z,8.2,1.1666666666666679
Calhoun County,1992-06-01T00:00:00.000Z,9.9,1.6000000000000014
Calhoun County,1992-07-01T00:00:00.000Z,9,2.0000000000000018
Calhoun County,1992-08-01T00:00:00.000Z,9.2,2.333333333333334
Calhoun County,1992-09-01T00:00:00.000Z,9,2.033333333333333
Calhoun County,1992-10-01T00:00:00.000Z,8.9,2
Calhoun County,1992-11-01T00:00:00.000Z,9.2,2
Calhoun County,1992-12-01T00:00:00.000Z,9.2,2.0666666666666664
Calhoun County,1993-01-01T00:00:00.000Z,9.8,1.8666666666666654
Calhoun County,1993-02-01T00:00:00.000Z,9.9,1.5666666666666664
Calhoun County,1993-03-01T00:00:00.000Z,9.3,1.466666666666665
Calhoun County,1993-04-01T00:00:00.000Z,8.9,1.166666666666666
Calhoun County,1993-05-01T00:00:00.000Z,8.7,0.7666666666666657
Calhoun County,1993-06-01T00:00:00.000Z,9.4,0.36666666666666536
Calhoun County,1993-07-01T00:00:00.000Z,9,0.06666666666666643
Calhoun County,1993-08-01T00:00:00.000Z,8,0
Calhoun County,1993-09-01T00:00:00.000Z,7.8,0
Calhoun County,1993-10-01T00:00:00.000Z,8.1,0
Calhoun County,1993-11-01T00:00:00.000Z,7.4,0
Calhoun County,1993-12-01T00:00:00.000Z,7.2,0
Calhoun County,1994-01-01T00:00:00.000Z,9.1,0.33333333333333304
Calhoun County,1994-02-01T00:00:00.000Z,8.9,0.8333333333333339
Calhoun County,1994-03-01T00:00:00.000Z,8.5,1.2666666666666675
Calhoun County,1994-04-01T00:00:00.000Z,7.8,0.8333333333333339
Calhoun County,1994-05-01T00:00:00.000Z,7.4,0.33333333333333304
Calhoun County,1994-06-01T00:00:00.000Z,8.1,0.20000000000000018
Calhoun County,1994-07-01T00:00:00.000Z,8.1,0.2999999999999998
Calhoun County,1994-08-01T00:00:00.000Z,7.4,0.2999999999999998
Calhoun County,1994-09-01T00:00:00.000Z,7.2,0
Calhoun County,1994-10-01T00:00:00.000Z,7.2,0
Calhoun County,1994-11-01T00:00:00.000Z,7.2,0
Calhoun County,1994-12-01T00:00:00.000Z,6.9,0
Calhoun County,1995-01-01T00:00:00.000Z,8,0.2666666666666666
Calhoun County,1995-02-01T00:00:00.000Z,8.8,0.8000000000000007
Calhoun County,1995-03-01T00:00:00.000Z,6.9,0.7999999999999989
Calhoun County,1995-04-01T00:00:00.000Z,6.8,0.39999999999999947
Calhoun County,1995-05-01T00:00:00.000Z,7.7,0.03333333333333233
Calhoun County,1995-06-01T00:00:00.000Z,8.3,0.5
