county,series_id,accuracy,recession_lead_time,committee_lead_time,last_sahm_value,current_unemployment_rate
Mason County,MIMASO5URN,15,6,107,1.3999999999999986,6.6
Mecosta County,MIMECO7URN,9,-1,107,1.7000000000000002,7.8
Menominee County,MIMENO9URN,12,-7,133,1.0333333333333314,5.7
Midland County,MIMIDL0URN,10,-3,92,1.3999999999999995,5.8
Missaukee County,MIMISS3URN,10,4,107,1.2666666666666657,6.1
Monroe County,MIMONR5URN,8,3,92,0.7333333333333325,6.6
Montcalm County,MIMONT7URN,11,1,92,1.5333333333333368,6.4
Montmorency County,MIMONT9URN,11,5,123,1.4333333333333362,7.6
Muskegon County,MIMUSK1URN,13,-1,77,1.5,7
Newaygo County,MINEWA3URN,13,3,107,1.4333333333333327,6.6
Oakland County,MIOAKL5URN,21,-2,102,0.5,4.5
Oceana County,MIOCEA7URN,15,7,123,1.4666666666666677,7.5
Ogemaw County,MIOGEM9URN,15,6,123,2.3,9.3
Ontonagon County,MIONTO1URN,15,5,90,2.533333333333333,8.4
Osceola County,MIOSCE3URN,10,3,107,0.9666666666666659,7.5
Oscoda County,MIOSCO5URN,12,4,55,1.5999999999999979,11.4
Otsego County,MIOTSE7URN,14,5,107,1.4333333333333353,6.2
Ottawa County,MIOTTA0URN,13,-1,77,1.3666666666666667,5.2
Presque Isle County,MIPRES1URN,16,7,90,1.2666666666666666,8.9
Roscommon County,MIROSC3URN,14,5,90,1.0666666666666682,8
Saginaw County,MISAGI5URN,11,1,77,1.7333333333333343,7.7
Sanilac County,MISANI1URN,10,3,107,2.1333333333333346,7.9
Schoolcraft County,MISCHO3URN,14,5,90,1.8333333333333304,7.9
Shiawassee County,MISHIA0URN,9,-2,92,1.4666666666666686,6.6
St. Clair County,MISTCL5URN,9,1,92,0.5666666666666664,5.6
St. Joseph County,MISTJO5URN,11,2,62,1.5333333333333332,7.3
Tuscola County,MITUSC7URN,13,2,107,1.8999999999999995,7.4
Van Buren County,MIVANB5URN,13,4,107,1.3333333333333313,6.2
Washtenaw County,MIWASH1URN,13,-2,112,1.4,5.3
Wayne County,MIWAYN3URN,17,2,123,0.8000000000000007,6.9
Wexford County,MIWEXF5URN,13,3,107,1.466666666666666,7.1
Aitkin County,MNAITK1URN,7,2,55,1.333333333333333,5.2
Anoka County,MNANOK5URN,14,-1,92,1.2666666666666657,4.1
Becker County,MNBECK5URN,13,5,123,1.1999999999999988,4
Beltrami County,MNBELT7URN,12,3,123,1.9333333333333331,5.2
Benton County,MNBENT9URN,7,0,123,1.299999999999999,4.4
Big Stone County,MNBIGS1URN,15,1,121,1.6333333333333337,4.2
Blue Earth County,MNBLUE5URN,12,-2,92,1.3333333333333333,3.5
Brown County,MNBROW5URN,16,7,107,1.4,3.8
Carlton County,MNCARL7URN,4,-3,55,1.6666666666666665,4.5
Carver County,MNCARV9URN,10,-1,77,1.1999999999999997,3.5
Cass County,MNCASS1URN,11,7,100,1.0666666666666655,4.7
Chippewa County,MNCHIP3URN,10,1,55,2.0000000000000004,4.7
Chisago County,MNCHIS5URN,7,0,123,1.2000000000000002,4.1
Clay County,MNCLAY7URN,9,-1,107,1.4000000000000008,3.5
Clearwater County,MNCLEA9URN,14,7,90,2.4999999999999987,6.5
Cook County,MNCOOK1URN,7,-1,40,1.1333333333333333,3.1
Cottonwood County,MNCOTT3URN,7,-1,107,2.933333333333334,8.1
Crow Wing County,MNCROW5URN,11,4,123,0.8333333333333321,3.9
Dakota County,MNDAKO5URN,14,-3,77,1.1999999999999997,3.7
Dodge County,MNDODG9URN,9,2,107,1.2333333333333336,3.5
Douglas County,MNDOUG1URN,13,4,123,1.0666666666666673,3.3
Faribault County,MNFARI3URN,7,2,55,1.4333333333333336,3.9
Fillmore County,MNFILL5URN,10,2,107,0.9666666666666681,3.2
Freeborn County,MNFREE7URN,10,-1,154,1.6333333333333329,4.2
Goodhue County,MNGOOD9URN,10,1,107,1.4333333333333331,4
Grant County,MNGRAN1URN,13,6,123,1.899999999999999,4.6
Hennepin County,MNHENN3URN,18,-10,112,1.2000000000000002,3.7
Houston County,MNHOUS5URN,12,3,107,0.6999999999999993,3
Hubbard County,MNHUBB7URN,10,5,100,1.4666666666666663,4.9
Isanti County,MNISAN9URN,10,4,123,1.366666666666668,4.6
Itasca County,MNITAS1URN,12,5,90,2.000000000000001,5.6
Jackson County,MNJACK3URN,9,1,107,1.8666666666666676,5
Kanabec County,MNKANA5URN,11,6,138,1.433333333333334,5.6
Kandiyohi County,MNKAND7URN,13,3,123,1.8333333333333348,4.4
Kittson County,MNKITT9URN,9,2,40,1.700000000000001,4.2
Koochiching County,MNKOOC1URN,12,6,90,1.8333333333333344,5.1
Lac qui Parle County,MNLACQ3URN,10,-1,107,1.4000000000000001,3.5
Lake County,MNLAKE5URN,10,1,90,1.066666666666666,3.5
Lake of the Woods County,MNLAKE7URN,14,2,90,0.5999999999999974,4.1
Le Sueur County,MNLESU9URN,10,1,123,1.2000000000000006,4
Lincoln County,MNLINC1URN,6,1,55,1.5999999999999994,3.7
Lyon County,MNLYON3URN,13,2,107,1.933333333333333,4.3
Mahnomen County,MNMAHN7URN,13,5,138,2.6333333333333324,6.2
Marshall County,MNMARS9URN,10,4,123,2.466666666666667,5.6
Martin County,MNMART1URN,11,2,107,1.6666666666666665,4.3
McLeod County,MNMCLE5URN,10,2,80,1.4333333333333331,4.2
Meeker County,MNMEEK3URN,11,4,123,1.4666666666666672,4.3
Mille Lacs County,MNMILL5URN,11,6,138,1.4333333333333327,4.9
Morrison County,MNMORR7URN,10,2,55,1.5333333333333319,4.6
Mower County,MNMOWE9URN,16,0,110,1.4,3.7
Murray County,MNMURR1URN,13,4,123,2.000000000000001,4.8
Nicollet County,MNNICO3URN,14,-5,90,1.1333333333333335,3.2
Nobles County,MNNOBL5URN,14,4,92,2.166666666666666,5
Norman County,MNNORM7URN,13,4,123,1.8333333333333335,4.2
Olmsted County,MNOLMS9URN,15,-6,90,0.8333333333333333,2.9
Otter Tail County,MNOTTE5URN,17,11,123,1.1333333333333337,3.8
Pennington County,MNPENN3URN,10,3,123,2.6999999999999997,5.7
Pine County,MNPINE5URN,8,1,55,1.6333333333333306,5.6
Pipestone County,MNPIPE7URN,10,0,123,1.4999999999999998,3.4
Polk County,MNPOLK9URN,10,-1,107,2.0333333333333323,4.6
Pope County,MNPOPE1URN,10,1,123,1.0666666666666664,3.5
Ramsey County,MNRAMS3URN,20,-10,123,1.1666666666666665,3.9
Red Lake County,MNREDL5URN,12,5,123,3.2999999999999985,7
Redwood County,MNREDW7URN,6,-1,107,1.6333333333333337,4.2
Renville County,MNRENV9URN,10,1,55,2.666666666666669,5.7
Rice County,MNRICE1URN,9,2,107,1.466666666666666,4
Rock County,MNROCK3URN,12,1,107,1.5999999999999996,3.4
Roseau County,MNROSE5URN,15,-2,132,1.5,4.1
Scott County,MNSCOT9URN,6,-2,92,1.166666666666667,3.5
Sherburne County,MNSHER1URN,10,-1,107,1.2999999999999994,4.1
Sibley County,MNSIBL3URN,10,4,90,1.433333333333334,4
St. Louis County,MNSTLO7URN,14,2,107,1.9333333333333336,4.9
Stearns County,MNSTEA5URN,10,-1,107,1.333333333333333,4
Steele County,MNSTEE7URN,10,-1,107,1.8333333333333321,4.6
Stevens County,MNSTEV9URN,9,0,107,1.0999999999999999,2.9
Swift County,MNSWIF1URN,12,1,55,1.8000000000000003,5.8
Todd County,MNTODD3URN,16,10,123,1.133333333333332,4.5
Traverse County,MNTRAV5URN,12,4,123,1.3999999999999992,3.7
Wabasha County,MNWABA7URN,10,0,123,0.9999999999999996,3.1
Wadena County,MNWADE9URN,11,5,123,1.7666666666666675,5
Waseca County,MNWASE1URN,10,3,123,1.5666666666666678,4.5
Washington County,MNWASH5URN,13,-2,92,1.3000000000000007,3.7
Watonwan County,MNWATO5URN,12,3,107,1.666666666666666,4.6
Wilkin County,MNWILK7URN,9,-1,107,1.6666666666666665,3.8
Winona County,MNWINO9URN,11,-6,132,1.4000000000000001,3.5
Wright County,MNWRIG0URN,7,-1,107,1.2666666666666657,3.8
Yellow Medicine County,MNYELL3URN,11,3,107,2.0999999999999988,4.8
Adams County,MSADAM1URN,11,-5,122,1.2333333333333334,6.5
Alcorn County,MSALURN,20,-1,123,0.8666666666666667,4.1
Amite County,MSAMIT5URN,15,-5,181,1.0666666666666647,5.8
Attala County,MSATURN,13,0,92,0.9666666666666672,4.9
Benton County,MSBEURN,10,-3,117,1.0666666666666669,4.6
Bolivar County,MSBOURN,10,-2,102,1.6666666666666665,6.3
Calhoun County,MSCAURN,9,-6,135,0.9000000000000004,4.1
Carroll County,MSCRURN,14,-5,111,1.1000000000000005,5.1
Chickasaw County,MSCHURN,11,-8,123,1.333333333333334,6.4
Choctaw County,MSCOURN,12,4,55,0.9999999999999996,5.1
Claiborne County,MSCLAI1URN,15,-5,139,3.0333333333333314,12
Clarke County,MSCLAR3URN,10,-6,101,0.9333333333333322,4.7
Clay County,MSCYURN,11,-7,119,0.9666666666666686,5.6
Coahoma County,MSCMURN,13,3,117,2,8.5
Copiah County,MSCOPI9URN,13,-10,121,0.8000000000000007,4.8
Covington County,MSCOVI1URN,15,-5,114,0.966666666666665,4.2
Forrest County,MSFORR0URN,16,-6,143,0.8333333333333335,4.5
Franklin County,MSFRAN7URN,12,-5,135,1.0999999999999996,5.8
George County,MSGEOR9URN,17,-4,149,1.4666666666666668,6.4
Greene County,MSGREE1URN,13,-13,129,2.0666666666666673,8.3
Grenada County,MSGNURN,14,-8,102,1.0333333333333345,5.2
Hancock County,MSHANC5URN,19,-20,121,0.6333333333333329,3.6
Harrison County,MSHARR7URN,14,-15,91,0.8333333333333326,4
Hinds County,MSHIND9URN,19,-10,108,1.0333333333333328,4.6
Holmes County,MSHOURN,9,1,55,1.7333333333333334,7.8
Humphreys County,MSHUURN,6,-2,55,1.5666666666666664,7.4
Issaquena County,MSISSA5URN,13,5,55,3.933333333333331,10.8
Itawamba County,MSITURN,13,-9,129,0.8999999999999999,4.3
Jackson County,MSJACK9URN,14,-13,133,0.9000000000000008,4.2
Jasper County,MSJASP1URN,7,-5,117,0.9666666666666663,4.7
Jefferson County,MSJEFF3URN,9,0,55,3.0666666666666647,13
Jefferson Davis County,MSJEFF5URN,14,-7,121,0.7999999999999994,4.6
Jones County,MSJONE0URN,16,-4,129,0.666666666666667,3.7
Kemper County,MSKEMP9URN,12,-6,152,1.4000000000000004,6.3
Lafayette County,MSLAURN,13,-10,154,0.8000000000000007,3.9
Lamar County,MSLAMA3URN,14,-3,141,0.8666666666666663,4
Lauderdale County,MSLAUD5URN,14,-10,129,0.9000000000000012,4.5
Lawrence County,MSLAWR7URN,11,-3,132,0.5333333333333337,4.6
Leake County,MSLEAK9URN,17,-4,129,0.766666666666667,4
Lee County,MSLCURN,14,-9,137,0.9000000000000004,4.3
Leflore County,MSLFURN,11,1,92,1.6999999999999993,7.1
Lincoln County,MSLINC5URN,15,-11,129,1.0333333333333328,4.7
Lowndes County,MSLOURN,17,-10,121,0.9666666666666663,4.5
Madison County,MSMADI9URN,14,-11,121,0.8999999999999995,3.7
Marion County,MSMARI1URN,16,-8,112,1.1333333333333337,5.1
Marshall County,MSMSURN,6,-4,62,1.166666666666667,5.3
Monroe County,MSMOURN,13,-9,137,1.3666666666666663,6.3
Montgomery County,MSMNURN,14,-4,112,1.1999999999999993,4.9
Neshoba County,MSNESH9URN,16,-11,114,0.8333333333333335,4.5
Newton County,MSNEWT1URN,17,-6,114,0.9666666666666672,4.5
Noxubee County,MSNOURN,9,-2,135,1.7000000000000002,6.4
Oktibbeha County,MSOKURN,11,-9,143,1.1666666666666656,5.3
Panola County,MSPAURN,12,-7,112,0.833333333333333,5.4
Pearl River County,MSPEAR9URN,17,-6,114,0.8666666666666663,4.4
Perry County,MSPERR1URN,9,0,107,0.9000000000000004,5.2
Pike County,MSPIKE3URN,12,-10,121,1.1333333333333329,5.9
Pontotoc County,MSPOURN,14,-3,121,1.033333333333334,4.7
Prentiss County,MSPNURN,16,-7,101,0.9666666666666659,4.5
Quitman County,MSQUURN,9,0,55,0.7666666666666648,5.6
Rankin County,MSRANK5URN,9,-8,92,0.6333333333333333,3.2
Scott County,MSSCOT3URN,17,-4,129,0.8333333333333335,4
Sharkey County,MSSHAR5URN,9,3,55,2.166666666666666,6.4
Simpson County,MSSIMP7URN,15,-12,129,0.7333333333333343,4
Smith County,MSSMIT9URN,15,0,86,0.6333333333333329,3.9
Stone County,MSSTON1URN,13,-10,153,1.2333333333333334,4.9
Sunflower County,MSSUURN,8,1,55,0.7666666666666657,5.6
Tallahatchie County,MSTAURN,13,3,107,0.899999999999999,4.4
Tate County,MSTTURN,12,-5,101,0.6999999999999988,4.4
Tippah County,MSTIURN,17,-2,111,1.133333333333332,4.3
Tishomingo County,MSTSURN,6,-3,55,0.5666666666666664,4.5
Tunica County,MSTUURN,10,2,55,1.2666666666666648,5.6
Union County,MSUNURN,19,-9,137,0.7666666666666657,3.6
Walthall County,MSWALT7URN,14,-10,121,1.2666666666666648,5.9
Warren County,MSWARR5URN,15,-12,121,1.2999999999999994,5
Washington County,MSWSURN,8,0,55,1.166666666666666,6.2
Wayne County,MSWAYN3URN,10,3,55,1.1333333333333342,4.9
Webster County,MSWEURN,10,-3,77,0.8000000000000007,4
Wilkinson County,MSWILK7URN,9,-9,139,0.9333333333333345,7.3
Winston County,MSWNURN,11,-8,123,1.0999999999999996,5.1
Yalobusha County,MSYAURN,12,-2,77,0.7666666666666653,4.3
Yazoo County,MSYAZO3URN,13,-2,101,1.3000000000000003,5.5
Adair County,MOADURN,12,-6,132,1.9666666666666655,6.2
Andrew County,MOANDR3URN,9,-1,107,1.3333333333333348,4.3
Atchison County,MOATCH5URN,13,-4,92,1.1333333333333333,4.5
Audrain County,MOAUURN,11,6,107,1.2999999999999998,4.6
Barry County,MOBAURN,11,-4,104,1.0333333333333332,5
Barton County,MOBART1URN,7,-1,107,1.3666666666666667,4.7
Bates County,MOBATE3URN,16,9,107,0.9666666666666659,4.6
Benton County,MOBENT5URN,11,5,107,1.0666666666666664,5.8
Bollinger County,MOBOURN,9,4,107,1.3000000000000003,4.4
Boone County,MOBNURN,7,8,128,1.2999999999999994,4.4
Buchanan County,MOBUCH1URN,13,-3,107,1.1999999999999984,4.9
Butler County,MOBLURN,11,-8,129,1.9666666666666668,7.3
Caldwell County,MOCALD5URN,11,4,107,1.6000000000000005,5.2
Callaway County,MOCLURN,11,4,107,0.9333333333333327,3.9
Camden County,MOCMURN,15,9,138,0.6000000000000005,4.1
Cape Girardeau County,MOCPURN,13,4,77,1.1999999999999997,4.4
Carroll County,MOCARR3URN,6,3,55,1.1666666666666674,4.9
Carter County,MOCTURN,12,6,107,1.1999999999999997,5.5
Cass County,MOCASS0URN,13,5,107,1,4.3
Cedar County,MOCEDA9URN,5,3,55,1.4000000000000004,5.9
Chariton County,MOCHAR1URN,11,-1,122,0.7666666666666662,4.6
Christian County,MOCIURN,10,-1,107,1.166666666666666,4.1
Clark County,MOCKURN,9,0,107,1.433333333333334,6
Clay County,MOCLAY7URN,18,-1,123,1.0666666666666678,4.4
Clinton County,MOCLIN9URN,14,3,132,1.3000000000000012,4.9
Cole County,MOCOURN,15,-3,122,0.933333333333334,3.8
Cooper County,MOCOOP3URN,7,2,159,1.266666666666667,4.6
Crawford County,MOCWURN,9,-6,100,1.333333333333334,5.4
Dade County,MODAURN,12,1,110,1.2333333333333334,4.8
Dallas County,MODLURN,10,-1,102,1.266666666666667,5.3
Daviess County,MODAVI1URN,11,1,107,1.066666666666666,4
DeKalb County,MODEKA3URN,9,-1,107,1.2666666666666653,4.3
Dent County,MODNURN,15,11,123,1.0000000000000009,4.5
Douglas County,MODOURN,8,7,55,1.033333333333334,5.3
Dunklin County,MODUURN,8,-6,122,1.4333333333333327,7.1
Franklin County,MOFRURN,8,-2,92,1.0666666666666669,4.2
Gasconade County,MOGAURN,11,3,92,1.1333333333333333,4.3
Gentry County,MOGENT5URN,14,-3,123,1.3666666666666663,4.6
Greene County,MOGRURN,17,5,107,1.1000000000000005,4.2
Grundy County,MOGRUN9URN,12,-2,122,1.6999999999999988,5.3
Harrison County,MOHARR1URN,9,-1,112,1.2666666666666657,4.7
Henry County,MOHENR3URN,11,4,107,1.2999999999999994,5.1
Hickory County,MOHICK5URN,9,5,123,1.133333333333332,7.1
Holt County,MOHOLT7URN,9,-8,104,1.7333333333333338,5.7
Howard County,MOHOWA9URN,15,9,107,1.5666666666666664,5.2
Howell County,MOHLURN,15,9,55,1.4000000000000008,5.9
Iron County,MOIRURN,12,3,112,1.9666666666666663,6.9
Jackson County,MOJACK5URN,13,-3,92,0.9999999999999991,4.9
Jasper County,MOJASP5URN,21,-4,123,1.0666666666666669,4.4
Jefferson County,MOJEURN,9,-1,107,1.0666666666666655,4.2
Johnson County,MOJOHN1URN,6,-5,141,1.4666666666666677,5.1
Knox County,MOKNURN,13,4,107,1.1,5.5
Laclede County,MOLAURN,7,3,55,0.8333333333333348,5.6
Lafayette County,MOLAFA7URN,13,7,107,1.3999999999999995,4.6
Lawrence County,MOLWURN,10,-11,104,1.4,5.2
Lewis County,MOLEURN,10,5,107,1.4666666666666677,5.7
Lincoln County,MOLIURN,13,5,107,1.0666666666666655,4.2
Linn County,MOLINN5URN,11,-1,122,0.9999999999999996,5
Livingston County,MOLIVI7URN,17,-4,122,1.1333333333333324,4
Macon County,MOMAURN,10,3,107,1.3333333333333335,5.3
Madison County,MOMDURN,18,-1,122,1.733333333333332,5.9
Maries County,MOMRURN,8,4,107,1.1333333333333315,4.8
Marion County,MOMIURN,11,4,112,1.1333333333333324,4.7
McDonald County,MOMCDO9URN,13,-5,135,1.6666666666666679,6.6
Mercer County,MOMERC9URN,18,8,110,1.1333333333333324,4.8
Miller County,MOMLURN,7,-2,55,0.9000000000000004,4.1
Mississippi County,MOMSURN,13,-3,104,1.9333333333333327,8
Moniteau County,MOMOURN,14,-2,122,1,3.8
Monroe County,MOMNURN,8,2,55,1.1999999999999997,4.9
Montgomery County,MOMTURN,16,7,107,1.1333333333333333,4.2
Morgan County,MOMORG1URN,11,2,138,1.066666666666666,5.2
New Madrid County,MONEURN,11,-6,122,1.5666666666666673,6.9
Newton County,MONEWT5URN,13,-8,132,1.2333333333333338,4.7
Nodaway County,MONODA7URN,9,-4,141,1.5333333333333337,4.2
Oregon County,MOORURN,12,-1,104,1.5999999999999992,5.7
Ozark County,MOOZURN,11,3,104,1.2999999999999998,6.9
Pemiscot County,MOPEURN,13,7,123,1.7333333333333334,7.7
Perry County,MOPRURN,14,-2,112,0.9000000000000004,3.6
Pettis County,MOPETT9URN,11,6,138,1.5333333333333337,5.4
Phelps County,MOPHURN,9,4,107,1.4333333333333331,5
Pike County,MOPIURN,9,-2,107,1.2666666666666666,5.1
Platte County,MOPLAT5URN,12,-5,77,0.8666666666666671,4
Polk County,MOPOURN,8,-3,62,1.2666666666666688,4.7
Pulaski County,MOPUURN,17,2,111,1.5666666666666669,5.7
Putnam County,MOPUTN1URN,10,4,102,0.6666666666666674,4.1
Ralls County,MORAURN,13,-8,122,0.9333333333333322,4.2
Randolph County,MORNURN,9,-6,122,1.2333333333333334,4.9
Ray County,MORAYC7URN,12,3,107,1.1666666666666665,4.8
Reynolds County,MOREURN,6,2,73,0.8333333333333339,5.4
Ripley County,MORIURN,12,-7,122,1.6666666666666652,6.6
Saline County,MOSALI5URN,10,-5,132,1.5333333333333337,4.8
Schuyler County,MOSHURN,8,-2,92,0.9333333333333322,4.3
Scotland County,MOSOURN,11,5,77,1.1000000000000005,4.3
Scott County,MOSUURN,16,-1,122,1.5666666666666669,5.2
Shannon County,MOSNURN,17,1,133,1.7666666666666666,6.5
Shelby County,MOSBURN,14,-2,99,1.1333333333333329,4.1
St. Charles County,MOSTURN,13,5,107,0.9666666666666663,3.8
St. Clair County,MOSTCL5URN,15,-4,122,0.9999999999999996,5.2
St. Francois County,MOSFURN,14,6,107,1.3333333333333326,5.5
St. Louis city,MOSSURN,18,2,112,1.166666666666667,5.3
St. Louis County,MOSLURN,12,5,92,1.166666666666667,4.7
Ste. Genevieve County,MOSEURN,12,3,107,0.7000000000000002,3.7
Stoddard County,MOSDURN,7,-1,107,1.4000000000000021,5.8
Stone County,MOSYURN,17,9,123,0.9666666666666646,4.8
Sullivan County,MOSULL1URN,11,-8,122,0.733333333333333,4.1
Taney County,MOTAURN,11,-1,107,0.9333333333333345,4.8
Texas County,MOTEURN,12,6,55,1.066666666666666,5.5
Vernon County,MOVERN7URN,12,5,92,0.9333333333333313,4.6
Warren County,MOWAURN,12,4,107,0.8333333333333326,4.1
Washington County,MOWSURN,13,4,107,1.4,5.5
Wayne County,MOWYURN,17,-4,122,1.4333333333333353,7.3
Webster County,MOWEURN,8,-11,104,1.3000000000000012,4.7
Worth County,MOWORT7URN,11,-4,90,0.8666666666666654,3.8
Wright County,MOWRURN,8,4,55,1.166666666666667,6.6
Beaverhead County,MTBEAV1URN,12,2,107,0,2
Big Horn County,MTBIGH3URN,6,7,159,1.9333333333333327,5.8
Blaine County,MTBLAI5URN,9,2,107,0.40000000000000036,2.7
Broadwater County,MTBROA7URN,14,4,107,0.43333333333333335,2.2
Carbon County,MTCARB9URN,13,4,90,0.10000000000000009,2.3
Carter County,MTCART1URN,10,-2,61,0,1.4
Cascade County,MTCASC3URN,12,6,107,0.26666666666666705,2.8
Chouteau County,MTCHOU5URN,11,-3,132,0.30000000000000027,2.6
Custer County,MTCUST7URN,13,9,107,0.2666666666666655,2.1
Daniels County,MTDANI9URN,19,-1,153,0.2000000000000004,2
Dawson County,MTDAWS1URN,14,9,107,0.03333333333333277,2.1
Deer Lodge County,MTDEER3URN,17,11,107,0.10000000000000053,2.7
Fallon County,MTFALL5URN,17,1,138,0.766666666666667,2.2
Fergus County,MTFERG7URN,13,6,123,0.20000000000000018,2.2
Flathead County,MTFLAT0URN,14,6,90,0.1333333333333333,2.4
Gallatin County,MTGALL1URN,13,6,123,0.26666666666666616,2.1
Garfield County,MTGARF3URN,9,1,123,0.36666666666666625,2.2
Glacier County,MTGLAC5URN,13,5,123,0.8333333333333326,4.7
Golden Valley County,MTGOLD7URN,16,2,121,0,2.2
Granite County,MTGRAN9URN,13,5,123,0.600000000000001,3.5
Hill County,MTHILL1URN,13,-4,90,0.8000000000000003,3.2
Jefferson County,MTJEFF3URN,16,-3,90,0.06666666666666599,2.4
Judith Basin County,MTJUDI5URN,17,8,107,0.39999999999999947,2.5
Lake County,MTLAKE7URN,9,2,107,0.26666666666666705,3.3
Lewis and Clark County,MTLEWI9URN,14,6,107,0.2666666666666666,2.6
Liberty County,MTLIBE1URN,17,-4,90,0.06666666666666665,1.6
Lincoln County,MTLINC3URN,8,1,55,0.5666666666666673,4.5
Madison County,MTMADI7URN,12,2,100,2.1333333333333315,4.3
McCone County,MTMCCO5URN,14,7,77,0,2
Meagher County,MTMEAG9URN,10,4,90,0.1666666666666663,1.6
Mineral County,MTMINE1URN,14,6,90,0,3.4
Missoula County,MTMISS0URN,12,7,107,0.2333333333333334,2.6
Musselshell County,MTMUSS5URN,13,-1,113,0.6333333333333324,4.1
Park County,MTPARK7URN,13,7,90,0.06666666666666643,1.9
Petroleum County,MTPETR9URN,12,5,123,0.16666666666666607,3.3
Phillips County,MTPHIL1URN,10,3,123,0.5666666666666673,3
Pondera County,MTPOND3URN,15,5,92,0.36666666666666714,3
Powder River County,MTPOWD5URN,11,3,107,0.03333333333333366,1.5
Powell County,MTPOWE7URN,10,0,107,0.10000000000000009,2.7
Prairie County,MTPRAI9URN,10,-1,107,0,1.3
Ravalli County,MTRAVA1URN,13,7,107,0.2333333333333325,2.8
Richland County,MTRICH3URN,20,2,77,0.1666666666666663,2
Roosevelt County,MTROOS5URN,14,7,159,1.1333333333333324,4.4
Rosebud County,MTROSE7URN,12,2,100,0.46666666666666634,3.5
Sanders County,MTSAND9URN,10,4,123,0.23333333333333428,4.2
Sheridan County,MTSHER1URN,16,-4,122,0.6000000000000001,2.5
Silver Bow County,MTSILV3URN,9,5,107,0.3333333333333339,3
Stillwater County,MTSTIL5URN,10,5,107,0.9999999999999996,3
Sweet Grass County,MTSWEE7URN,14,-4,122,1.2666666666666664,2.6
Teton County,MTTETO9URN,13,7,123,0.43333333333333357,2.5
Toole County,MTTOOL1URN,25,8,123,0.1333333333333333,2.3
Treasure County,MTTREA3URN,11,-2,45,0.033333333333333215,2.1
Valley County,MTVALL5URN,14,7,107,0.4666666666666668,2.4
Wheatland County,MTWHEA7URN,14,8,90,0.3999999999999986,3.3
Wibaux County,MTWIBA9URN,13,6,134,0.033333333333333215,2.1
Yellowstone County,MTYELL1URN,15,5,107,0.43333333333333357,2.9
Adams County,NEADAM1URN,15,-8,129,0.5000000000000013,3.2
Antelope County,NEANTE3URN,14,-2,101,0.26666666666666616,2.3
Arthur County,NEARTH5URN,9,2,58,0.6333333333333333,2.8
Banner County,NEBANN7URN,16,-7,102,0.5666666666666669,3.9
Blaine County,NEBLAI9URN,13,2,121,0,2.4
Boone County,NEBOON1URN,10,0,77,0.2666666666666675,2.2
Box Butte County,NEBOXB3URN,13,6,92,0.6000000000000005,3.8
Boyd County,NEBOYD5URN,12,3,107,0.06666666666666687,2.6
Brown County,NEBROW7URN,13,-1,77,0.3000000000000007,2.4
Buffalo County,NEBUFF9URN,8,-2,92,0.43333333333333357,2.6
Burt County,NEBURT1URN,12,4,123,0.19999999999999885,3
Butler County,NEBUTL3URN,19,-9,112,0.2333333333333334,2.3
Cass County,NECASS5URN,11,3,92,0.4666666666666677,3.1
Cedar County,NECEDA7URN,17,2,77,0.4333333333333331,3
Chase County,NECHAS9URN,17,-15,114,0.433333333333334,2.9
Cherry County,NECHER1URN,16,0,77,0.3333333333333335,1.9
Cheyenne County,NECHEY3URN,18,-11,144,0.2999999999999998,2.7
Clay County,NECLAY5URN,11,-4,110,0.23333333333333384,2.6
Colfax County,NECOLF7URN,22,-15,96,0.1666666666666674,2.6
Cuming County,NECUMI9URN,10,-3,77,0.16666666666666696,2.2
Custer County,NECUST1URN,17,1,77,0.5,2.5
Dakota County,NEDAKO3URN,10,-5,132,0.6999999999999997,4.2
Dawes County,NEDAWE5URN,12,-7,114,0.766666666666667,3.6
Dawson County,NEDAWS7URN,9,-3,77,0.4666666666666668,3
Deuel County,NEDEUE9URN,9,3,92,0.7666666666666657,3.8
Dixon County,NEDIXO1URN,11,-5,102,1.0333333333333319,3.6
Dodge County,NEDODG3URN,13,-2,77,0.5,3.1
Douglas County,NEDOUG5URN,15,-9,102,0.46666666666666723,3.5
Dundy County,NEDUND7URN,17,-7,110,0.3666666666666665,2.2
Fillmore County,NEFILL9URN,21,-9,84,0.4000000000000006,2.1
Franklin County,NEFRAN1URN,14,-1,71,0.5999999999999996,3
Frontier County,NEFRON3URN,14,-8,121,0.1333333333333333,2.9
Furnas County,NEFURN5URN,14,4,77,0.43333333333333357,2.8
Gage County,NEGAGE7URN,12,7,77,1.2000000000000002,5.7
Garden County,NEGARD9URN,16,1,104,0.5000000000000004,3.3
Garfield County,NEGARF1URN,11,-7,80,0.5333333333333332,3.5
Gosper County,NEGOSP3URN,11,-3,77,0.26666666666666705,2.4
Grant County,NEGRAN5URN,6,-3,72,0.10000000000000053,2.7
Greeley County,NEGREE7URN,14,-1,140,0.39999999999999947,3.3
Hall County,NEHALL9URN,11,4,58,1.233333333333332,4.3
Hamilton County,NEHAMI1URN,11,-2,61,0.3666666666666667,2.3
Harlan County,NEHARL3URN,14,0,92,0.33333333333333304,2.2
Hayes County,NEHAYE5URN,13,-8,121,1.0000000000000004,3.4
Hitchcock County,NEHITC7URN,13,1,77,0.3333333333333335,3.1
