County,SeriesId
Logan County,KSLOGA9URN
Lyon County,KSLYON1URN
Marion County,KSMARI5URN
Marshall County,KSMARS7URN
McPherson County,KSMCPH3URN
Meade County,KSMEAD9URN
Miami County,KSMIAM1URN
Mitchell County,KSMITC3URN
Montgomery County,KSMONT5URN
Morris County,KSMORR7URN
Morton County,KSMORT9URN
Nemaha County,KSNEMA1URN
Neosho County,KSNEOS3URN
Ness County,KSNESS5URN
Norton County,KSNORT7URN
Osage County,KSOSAG9URN
Osborne County,KSOSBO1URN
Ottawa County,KSOTTA3URN
Pawnee County,KSPAWN5URN
Phillips County,KSPHIL7URN
Pottawatomie County,KSPOTT9URN
Pratt County,KSPRAT1URN
Rawlins County,KSRAWL3URN
Reno County,KSRENO5URN
Republic County,KSREPU7URN
Rice County,KSRICE9URN
Riley County,KSRILE0URN
Rooks County,KSROOK3URN
Rush County,KSRUSH5URN
Russell County,KSRUSS7URN
Saline County,KSSALI0URN
Scott County,KSSCOT1URN
Sedgwick County,KSSEDG3URN
Seward County,KSSEWA5URN
Shawnee County,KSSHAW5URN
Sheridan County,KSSHER9URN
Sherman County,KSSHER1URN
Smith County,KSSMIT3URN
Stafford County,KSSTAF5URN
Stanton County,KSSTAN7URN
Stevens County,KSSTEV9URN
Sumner County,KSSUMN1URN
Thomas County,KSTHOM3URN
Trego County,KSTREG5URN
Wabaunsee County,KSWABA7URN
Wallace County,KSWALL9URN
Washington County,KSWASH1URN
Wichita County,KSWICH3URN
Wilson County,KSWILS5URN
Woodson County,KSWOOD7URN
Wyandotte County,KSWYAN0URN
Adair County,KYADURN
Allen County,KYALURN
Anderson County,KYANURN
Ballard County,KYBAURN
Barren County,KYBRURN
Bath County,KYBATH1URN
Bell County,KYBELL3URN
Boone County,KYBOON5URN
Bourbon County,KYBOUR7URN
Boyd County,KYBOYD5URN
Boyle County,KYBLURN
Bracken County,KYBRAC3URN
Breathitt County,KYBREA5URN
Breckinridge County,KYBKURN
Bullitt County,KYBIURN
Butler County,KYBNURN
Caldwell County,KYCAURN
Calloway County,KYCLURN
Campbell County,KYCAMP0URN
Carlisle County,KYCRURN
Carroll County,KYCOURN
Carter County,KYCART3URN
Casey County,KYCSURN
Christian County,KYCHURN
Clark County,KYCLAR9URN
Clay County,KYCLAY1URN
Clinton County,KYCIURN
Crittenden County,KYCEURN
Cumberland County,KYCUURN
Daviess County,KYDAURN
Edmonson County,KYEDURN
Elliott County,KYELLI3URN
Estill County,KYESTI5URN
Fayette County,KYFAYE5URN
Fleming County,KYFLEM9URN
Floyd County,KYFLOY1URN
Franklin County,KYFRURN
Fulton County,KYFUURN
Gallatin County,KYGAURN
Garrard County,KYGARR9URN
Grant County,KYGRAN1URN
Graves County,KYGVURN
Grayson County,KYGYURN
Green County,KYGEURN
Greenup County,KYGREE9URN
Hancock County,KYHANC1URN
Hardin County,KYHRURN
Harlan County,KYHARL5URN
Harrison County,KYHARR7URN
Hart County,KYHTURN
Henderson County,KYHEURN
Henry County,KYHNURN
Hickman County,KYHCURN
Hopkins County,KYHOURN
Jackson County,KYJACK9URN
Jefferson County,KYJEURN
Jessamine County,KYJESS3URN
Johnson County,KYJOHN5URN
Kenton County,KYKENT7URN
Knott County,KYKNOT9URN
Knox County,KYKNOX1URN
Larue County,KYLAURN
Laurel County,KYLAUR5URN
Lawrence County,KYLAWR7URN
Lee County,KYLEEC9URN
Leslie County,KYLESL1URN
Letcher County,KYLETC3URN
Lewis County,KYLEWI5URN
Lincoln County,KYLINC7URN
Livingston County,KYLVURN
Logan County,KYLOURN
Lyon County,KYLYURN
Madison County,KYMADI0URN
Magoffin County,KYMAGO3URN
Marion County,KYMIURN
Marshall County,KYMSURN
Martin County,KYMART9URN
Mason County,KYMASO1URN
McCracken County,KYMCURN
McCreary County,KYMCCR7URN
McLean County,KYMLURN
Meade County,KYMEURN
Menifee County,KYMENI5URN
Mercer County,KYMUURN
Metcalfe County,KYMFURN
Monroe County,KYMYURN
Montgomery County,KYMONT3URN
Morgan County,KYMORG5URN
Muhlenberg County,KYMHURN
Nelson County,KYNEURN
Nicholas County,KYNICH1URN
Ohio County,KYOHURN
Oldham County,KYOLURN
Owen County,KYOWURN
Owsley County,KYOWSL9URN
Pendleton County,KYPEND1URN
Perry County,KYPERR3URN
Pike County,KYPIKE0URN
Powell County,KYPOWE7URN
Pulaski County,KYPULA9URN
Robertson County,KYROBE1URN
Rockcastle County,KYROCK3URN
Rowan County,KYROWA5URN
Russell County,KYRUURN
Scott County,KYSCOT9URN
Shelby County,KYSHURN
Simpson County,KYSIURN
Spencer County,KYSPURN
Taylor County,KYTAURN
Todd County,KYTOURN
Trigg County,KYTRURN
Trimble County,KYTIURN
Union County,KYUNURN
Warren County,KYWAURN
Washington County,KYWSURN
Wayne County,KYWYURN
Webster County,KYWEURN
Whitley County,KYWHIT5URN
Wolfe County,KYWOLF7URN
Woodford County,KYWOOD9URN
Acadia Parish,LAACAD0URN
Allen Parish,LAALLE3URN
Ascension Parish,LAASCE0URN
Assumption Parish,LAASSU7URN
Avoyelles Parish,LAAVOY9URN
Beauregard Parish,LABEAU1URN
Bienville Parish,LABIEN3URN
Bossier Parish,LABOSS5URN
Caddo Parish,LACADD7URN
Calcasieu Parish,LACALC9URN
Caldwell Parish,LACALD1URN
Cameron Parish,LACAME3URN
Catahoula Parish,LACATA5URN
Claiborne Parish,LACLAI7URN
Concordia Parish,LACONC9URN
De Soto Parish,LADESO1URN
East Baton Rouge Parish,LAEAST5URN
East Carroll Parish,LAEAST3URN
East Feliciana Parish,LAEAST7URN
Evangeline Parish,LAEVAN9URN
Franklin Parish,LAFRAN1URN
Grant Parish,LAGRAN3URN
Iberia Parish,LAIBER0URN
Iberville Parish,LAIBER7URN
Jackson Parish,LAJACK9URN
Jefferson Davis Parish,LAJEFF3URN
Jefferson Parish,LAJEFF5URN
Lafayette Parish,LALAFA7URN
Lafourche Parish,LALAFO5URN
LaSalle Parish,
Lincoln Parish,LALINC1URN
Livingston Parish,LALIVI7URN
Madison Parish,LAMADI5URN
Morehouse Parish,LAMORE7URN
Natchitoches Parish,LANATC9URN
Orleans Parish,LAORLE0URN
Ouachita Parish,LAOUAC2URN
Plaquemines Parish,LAPLAQ5URN
Pointe Coupee Parish,LAPOIN7URN
Rapides Parish,LARAPI5URN
Red River Parish,LAREDR1URN
Richland Parish,LARICH3URN
Sabine Parish,LASABI5URN
St. Bernard Parish,LASTBE5URN
St. Charles Parish,LASTCH9URN
St. Helena Parish,LASTHE1URN
St. James Parish,LASTJA3URN
St. John the Baptist Parish,LASTJO5URN
St. Landry Parish,LASTLA0URN
St. Martin Parish,LASTMA9URN
St. Mary Parish,LASTMA5URN
St. Tammany Parish,LASTTA0URN
Tangipahoa Parish,LATANG5URN
Tensas Parish,LATENS7URN
Terrebonne Parish,LATERR5URN
Union Parish,LAUNIO1URN
Vermilion Parish,LAVERM3URN
Vernon Parish,LAVERN5URN
Washington Parish,LAWASH7URN
Webster Parish,LAWEBS9URN
West Baton Rouge Parish,LAWEST1URN
West Carroll Parish,LAWEST3URN
West Feliciana Parish,LAWEST5URN
Winn Parish,LAWINN7URN
Androscoggin County,MEANDR0URN
Aroostook County,MEAROO5URN
Cumberland County,MECUMB5URN
Franklin County,MEFRAN7URN
Hancock County,MEHANC9URN
Kennebec County,MEKENN7URN
Knox County,MEKNOX3URN
Lincoln County,MELINC5URN
Oxford County,MEOXFO7URN
Penobscot County,MEPENO0URN
Piscataquis County,MEPISC1URN
Sagadahoc County,MESAGA3URN
Somerset County,MESOME5URN
Waldo County,MEWALD7URN
Washington County,MEWASH9URN
York County,MEYORK0URN
Allegany County,MDALLE0URN
Anne Arundel County,MDANNE5URN
Baltimore city,MDBALT5URN
Baltimore County,MDBALT0URN
Calvert County,MDCALV9URN
Caroline County,MDCARO1URN
Carroll County,MDCARR5URN
Cecil County,MDCECI0URN
Charles County,MDCHAR0URN
Dorchester County,MDDORC9URN
Frederick County,MDFRED5URN
Garrett County,MDGARR3URN
Harford County,MDHARF0URN
Howard County,MDHOWA0URN
Kent County,MDKENT9URN
Montgomery County,MDMONT0URN
Prince George's County,MDPRIN5URN
Queen Anne's County,MDQUEE5URN
Somerset County,MDSOME9URN
St. Mary's County,MDSTMA5URN
Talbot County,MDTALB1URN
Washington County,MDWASH5URN
Wicomico County,MDWICO5URN
Worcester County,MDWORC7URN
Barnstable County,MABARN1URN
Berkshire County,MABERK2URN
Bristol County,MABRIS5URN
Dukes County,MADUKE7URN
Essex County,MAESSE9URN
Franklin County,MAFRAN1URN
Hampden County,MAHAMP0URN
Hampshire County,MAHAMP5URN
Middlesex County,MAMIDD7URN
Nantucket County,
Norfolk County,MANORF1URN
Plymouth County,MAPLYM3URN
Suffolk County,MASUFF5URN
Worcester County,MAWORC7URN
Alcona County,MIALCO1URN
Alger County,MIALGE3URN
Allegan County,MIALLE0URN
Alpena County,MIALPE7URN
Antrim County,MIANTR9URN
Arenac County,MIAREN1URN
Baraga County,MIBARA3URN
Barry County,MIBARR5URN
Bay County,MIBAYC7URN
Benzie County,MIBENZ9URN
Berrien County,MIBERR5URN
Branch County,MIBRAN3URN
Calhoun County,MICALH5URN
Cass County,MICASS7URN
Charlevoix County,MICHAR9URN
Cheboygan County,MICHEB1URN
Chippewa County,MICHIP3URN
Clare County,MICLAR5URN
Clinton County,MICLIN5URN
Crawford County,MICRAW9URN
Delta County,MIDELT1URN
Dickinson County,MIDICK3URN
Eaton County,MIEATO5URN
Emmet County,MIEMME7URN
Genesee County,MIGENE9URN
Gladwin County,MIGLAD1URN
Gogebic County,MIGOGE3URN
Grand Traverse County,MIGRAN0URN
Gratiot County,MIGRAT7URN
Hillsdale County,MIHILL9URN
Houghton County,MIHOUG1URN
Huron County,MIHURO3URN
Ingham County,MIINGH5URN
Ionia County,MIIONI5URN
Iosco County,MIIOSC9URN
Iron County,MIIRON1URN
Isabella County,MIISAB0URN
Jackson County,MIJACK0URN
Kalamazoo County,MIKALA7URN
Kalkaska County,MIKALK9URN
Kent County,MIKENT1URN
Keweenaw County,MIKEWE3URN
Lake County,MILAKE5URN
Lapeer County,MILAPE5URN
Leelanau County,MILEEL9URN
Lenawee County,MILENA5URN
Livingston County,MILIVI3URN
Luce County,MILUCE5URN
Mackinac County,MIMACK7URN
Macomb County,MIMACO9URN
Manistee County,MIMANI1URN
Marquette County,MIMARQ5URN
Mason County,MIMASO5URN
Mecosta County,MIMECO7URN
Menominee County,MIMENO9URN
Midland County,MIMIDL0URN
Missaukee County,MIMISS3URN
Monroe County,MIMONR5URN
Montcalm County,MIMONT7URN
Montmorency County,MIMONT9URN
Muskegon County,MIMUSK1URN
Newaygo County,MINEWA3URN
Oakland County,MIOAKL5URN
Oceana County,MIOCEA7URN
Ogemaw County,MIOGEM9URN
Ontonagon County,MIONTO1URN
Osceola County,MIOSCE3URN
Oscoda County,MIOSCO5URN
Otsego County,MIOTSE7URN
Ottawa County,MIOTTA0URN
Presque Isle County,MIPRES1URN
Roscommon County,MIROSC3URN
Saginaw County,MISAGI5URN
Sanilac County,MISANI1URN
Schoolcraft County,MISCHO3URN
Shiawassee County,MISHIA0URN
St. Clair County,MISTCL5URN
St. Joseph County,MISTJO5URN
Tuscola County,MITUSC7URN
Van Buren County,MIVANB5URN
Washtenaw County,MIWASH1URN
Wayne County,MIWAYN3URN
Wexford County,MIWEXF5URN
Aitkin County,MNAITK1URN
Anoka County,MNANOK5URN
Becker County,MNBECK5URN
Beltrami County,MNBELT7URN
Benton County,MNBENT9URN
Big Stone County,MNBIGS1URN
Blue Earth County,MNBLUE5URN
Brown County,MNBROW5URN
Carlton County,MNCARL7URN
Carver County,MNCARV9URN
Cass County,MNCASS1URN
Chippewa County,MNCHIP3URN
Chisago County,MNCHIS5URN
Clay County,MNCLAY7URN
Clearwater County,MNCLEA9URN
Cook County,MNCOOK1URN
Cottonwood County,MNCOTT3URN
Crow Wing County,MNCROW5URN
Dakota County,MNDAKO5URN
Dodge County,MNDODG9URN
Douglas County,MNDOUG1URN
Faribault County,MNFARI3URN
Fillmore County,MNFILL5URN
Freeborn County,MNFREE7URN
Goodhue County,MNGOOD9URN
Grant County,MNGRAN1URN
Hennepin County,MNHENN3URN
Houston County,MNHOUS5URN
Hubbard County,MNHUBB7URN
Isanti County,MNISAN9URN
Itasca County,MNITAS1URN
Jackson County,MNJACK3URN
Kanabec County,MNKANA5URN
Kandiyohi County,MNKAND7URN
Kittson County,MNKITT9URN
Koochiching County,MNKOOC1URN
Lac qui Parle County,MNLACQ3URN
Lake County,MNLAKE5URN
Lake of the Woods County,MNLAKE7URN
Le Sueur County,MNLESU9URN
Lincoln County,MNLINC1URN
Lyon County,MNLYON3URN
Mahnomen County,MNMAHN7URN
Marshall County,MNMARS9URN
Martin County,MNMART1URN
McLeod County,MNMCLE5URN
Meeker County,MNMEEK3URN
Mille Lacs County,MNMILL5URN
Morrison County,MNMORR7URN
Mower County,MNMOWE9URN
Murray County,MNMURR1URN
Nicollet County,MNNICO3URN
Nobles County,MNNOBL5URN
Norman County,MNNORM7URN
Olmsted County,MNOLMS9URN
Otter Tail County,MNOTTE5URN
Pennington County,MNPENN3URN
Pine County,MNPINE5URN
Pipestone County,MNPIPE7URN
Polk County,MNPOLK9URN
Pope County,MNPOPE1URN
Ramsey County,MNRAMS3URN
Red Lake County,MNREDL5URN
Redwood County,MNREDW7URN
Renville County,MNRENV9URN
Rice County,MNRICE1URN
Rock County,MNROCK3URN
Roseau County,MNROSE5URN
Scott County,MNSCOT9URN
Sherburne County,MNSHER1URN
Sibley County,MNSIBL3URN
St. Louis County,MNSTLO7URN
Stearns County,MNSTEA5URN
Steele County,MNSTEE7URN
Stevens County,MNSTEV9URN
Swift County,MNSWIF1URN
Todd County,MNTODD3URN
Traverse County,MNTRAV5URN
Wabasha County,MNWABA7URN
Wadena County,MNWADE9URN
Waseca County,MNWASE1URN
Washington County,MNWASH5URN
Watonwan County,MNWATO5URN
Wilkin County,MNWILK7URN
Winona County,MNWINO9URN
Wright County,MNWRIG0URN
Yellow Medicine County,MNYELL3URN
Adams County,MSADAM1URN
Alcorn County,MSALURN
Amite County,MSAMIT5URN
Attala County,MSATURN
Benton County,MSBEURN
Bolivar County,MSBOURN
Calhoun County,MSCAURN
Carroll County,MSCRURN
Chickasaw County,MSCHURN
Choctaw County,MSCOURN
Claiborne County,MSCLAI1URN
Clarke County,MSCLAR3URN
Clay County,MSCYURN
Coahoma County,MSCMURN
Copiah County,MSCOPI9URN
Covington County,MSCOVI1URN
DeSoto County,
Forrest County,MSFORR0URN
Franklin County,MSFRAN7URN
George County,MSGEOR9URN
Greene County,MSGREE1URN
Grenada County,MSGNURN
Hancock County,MSHANC5URN
Harrison County,MSHARR7URN
Hinds County,MSHIND9URN
Holmes County,MSHOURN
Humphreys County,MSHUURN
Issaquena County,MSISSA5URN
Itawamba County,MSITURN
Jackson County,MSJACK9URN
Jasper County,MSJASP1URN
Jefferson County,MSJEFF3URN
Jefferson Davis County,MSJEFF5URN
Jones County,MSJONE0URN
Kemper County,MSKEMP9URN
Lafayette County,MSLAURN
Lamar County,MSLAMA3URN
Lauderdale County,MSLAUD5URN
Lawrence County,MSLAWR7URN
Leake County,MSLEAK9URN
Lee County,MSLCURN
Leflore County,MSLFURN
Lincoln County,MSLINC5URN
Lowndes County,MSLOURN
Madison County,MSMADI9URN
Marion County,MSMARI1URN
Marshall County,MSMSURN
Monroe County,MSMOURN
Montgomery County,MSMNURN
Neshoba County,MSNESH9URN
Newton County,MSNEWT1URN
Noxubee County,MSNOURN
Oktibbeha County,MSOKURN
Panola County,MSPAURN
Pearl River County,MSPEAR9URN
Perry County,MSPERR1URN
Pike County,MSPIKE3URN
Pontotoc County,MSPOURN
Prentiss County,MSPNURN
Quitman County,MSQUURN
Rankin County,MSRANK5URN
Scott County,MSSCOT3URN
Sharkey County,MSSHAR5URN
Simpson County,MSSIMP7URN
Smith County,MSSMIT9URN
Stone County,MSSTON1URN
Sunflower County,MSSUURN
Tallahatchie County,MSTAURN
Tate County,MSTTURN
Tippah County,MSTIURN
Tishomingo County,MSTSURN
Tunica County,MSTUURN
Union County,MSUNURN
Walthall County,MSWALT7URN
Warren County,MSWARR5URN
Washington County,MSWSURN
Wayne County,MSWAYN3URN
Webster County,MSWEURN
Wilkinson County,MSWILK7URN
Winston County,MSWNURN
Yalobusha County,MSYAURN
Yazoo County,MSYAZO3URN
Adair County,MOADURN
Andrew County,MOANDR3URN
Atchison County,MOATCH5URN
Audrain County,MOAUURN
Barry County,MOBAURN
Barton County,MOBART1URN
Bates County,MOBATE3URN
Benton County,MOBENT5URN
Bollinger County,MOBOURN
Boone County,MOBNURN
Buchanan County,MOBUCH1URN
Butler County,MOBLURN
Caldwell County,MOCALD5URN
Callaway County,MOCLURN
Camden County,MOCMURN
Cape Girardeau County,MOCPURN
Carroll County,MOCARR3URN
Carter County,MOCTURN
Cass County,MOCASS0URN
Cedar County,MOCEDA9URN
Chariton County,MOCHAR1URN
Christian County,MOCIURN
Clark County,MOCKURN
Clay County,MOCLAY7URN
Clinton County,MOCLIN9URN
Cole County,MOCOURN
Cooper County,MOCOOP3URN
Crawford County,MOCWURN
Dade County,MODAURN
Dallas County,MODLURN
Daviess County,MODAVI1URN
DeKalb County,MODEKA3URN
Dent County,MODNURN
Douglas County,MODOURN
Dunklin County,MODUURN
Franklin County,MOFRURN
Gasconade County,MOGAURN
Gentry County,MOGENT5URN
Greene County,MOGRURN
Grundy County,MOGRUN9URN
Harrison County,MOHARR1URN
Henry County,MOHENR3URN
Hickory County,MOHICK5URN
Holt County,MOHOLT7URN
Howard County,MOHOWA9URN
Howell County,MOHLURN
Iron County,MOIRURN
Jackson County,MOJACK5URN
Jasper County,MOJASP5URN
Jefferson County,MOJEURN
Johnson County,MOJOHN1URN
Knox County,MOKNURN
Laclede County,MOLAURN
Lafayette County,MOLAFA7URN
Lawrence County,MOLWURN
Lewis County,MOLEURN
Lincoln County,MOLIURN
Linn County,MOLINN5URN
Livingston County,MOLIVI7URN
Macon County,MOMAURN
Madison County,MOMDURN
Maries County,MOMRURN
Marion County,MOMIURN
McDonald County,MOMCDO9URN
Mercer County,MOMERC9URN
Miller County,MOMLURN
Mississippi County,MOMSURN
Moniteau County,MOMOURN
Monroe County,MOMNURN
Montgomery County,MOMTURN
Morgan County,MOMORG1URN
New Madrid County,MONEURN
Newton County,MONEWT5URN
Nodaway County,MONODA7URN
Oregon County,MOORURN
Osage County,MOOSURN
Ozark County,MOOZURN
Pemiscot County,MOPEURN
Perry County,MOPRURN
Pettis County,MOPETT9URN
Phelps County,MOPHURN
Pike County,MOPIURN
Platte County,MOPLAT5URN
Polk County,MOPOURN
Pulaski County,MOPUURN
Putnam County,MOPUTN1URN
Ralls County,MORAURN
Randolph County,MORNURN
Ray County,MORAYC7URN
Reynolds County,MOREURN
Ripley County,MORIURN
Saline County,MOSALI5URN
Schuyler County,MOSHURN
Scotland County,MOSOURN
Scott County,MOSUURN
Shannon County,MOSNURN
Shelby County,MOSBURN
St. Charles County,MOSTURN
St. Clair County,MOSTCL5URN
St. Francois County,MOSFURN
St. Louis city,MOSSURN
St. Louis County,MOSLURN
Ste. Genevieve County,MOSEURN
Stoddard County,MOSDURN
Stone County,MOSYURN
Sullivan County,MOSULL1URN
Taney County,MOTAURN
Texas County,MOTEURN
Vernon County,MOVERN7URN
Warren County,MOWAURN
Washington County,MOWSURN
Wayne County,MOWYURN
Webster County,MOWEURN
Worth County,MOWORT7URN
Wright County,MOWRURN
Beaverhead County,MTBEAV1URN
Big Horn County,MTBIGH3URN
Blaine County,MTBLAI5URN
Broadwater County,MTBROA7URN
Carbon County,MTCARB9URN
Carter County,MTCART1URN
Cascade County,MTCASC3URN
Chouteau County,MTCHOU5URN
Custer County,MTCUST7URN
Daniels County,MTDANI9URN
Dawson County,MTDAWS1URN
Deer Lodge County,MTDEER3URN
Fallon County,MTFALL5URN
Fergus County,MTFERG7URN
Flathead County,MTFLAT0URN
Gallatin County,MTGALL1URN
Garfield County,MTGARF3URN
Glacier County,MTGLAC5URN
Golden Valley County,MTGOLD7URN
Granite County,MTGRAN9URN
Hill County,MTHILL1URN
Jefferson County,MTJEFF3URN
Judith Basin County,MTJUDI5URN
Lake County,MTLAKE7URN
Lewis and Clark County,MTLEWI9URN
Liberty County,MTLIBE1URN
Lincoln County,MTLINC3URN
Madison County,MTMADI7URN
McCone County,MTMCCO5URN
Meagher County,MTMEAG9URN
Mineral County,MTMINE1URN
Missoula County,MTMISS0URN
Musselshell County,MTMUSS5URN
Park County,MTPARK7URN
Petroleum County,MTPETR9URN
Phillips County,MTPHIL1URN
Pondera County,MTPOND3URN
Powder River County,MTPOWD5URN
Powell County,MTPOWE7URN
Prairie County,MTPRAI9URN
Ravalli County,MTRAVA1URN
Richland County,MTRICH3URN
Roosevelt County,MTROOS5URN
Rosebud County,MTROSE7URN
Sanders County,MTSAND9URN
Sheridan County,MTSHER1URN
Silver Bow County,MTSILV3URN
Stillwater County,MTSTIL5URN
Sweet Grass County,MTSWEE7URN
Teton County,MTTETO9URN
Toole County,MTTOOL1URN
Treasure County,MTTREA3URN
Valley County,MTVALL5URN
Wheatland County,MTWHEA7URN
Wibaux County,MTWIBA9URN
Yellowstone County,MTYELL1URN
Adams County,NEADAM1URN
Antelope County,NEANTE3URN
Arthur County,NEARTH5URN
Banner County,NEBANN7URN
Blaine County,NEBLAI9URN
Boone County,NEBOON1URN
Box Butte County,NEBOXB3URN
Boyd County,NEBOYD5URN
Brown County,NEBROW7URN
Buffalo County,NEBUFF9URN
Burt County,NEBURT1URN
Butler County,NEBUTL3URN
Cass County,NECASS5URN
Cedar County,NECEDA7URN
Chase County,NECHAS9URN
Cherry County,NECHER1URN
Cheyenne County,NECHEY3URN
Clay County,NECLAY5URN
Colfax County,NECOLF7URN
Cuming County,NECUMI9URN
Custer County,NECUST1URN
Dakota County,NEDAKO3URN
Dawes County,NEDAWE5URN
Dawson County,NEDAWS7URN
Deuel County,NEDEUE9URN
Dixon County,NEDIXO1URN
Dodge County,NEDODG3URN
Douglas County,NEDOUG5URN
Dundy County,NEDUND7URN
Fillmore County,NEFILL9URN
Franklin County,NEFRAN1URN
Frontier County,NEFRON3URN
Furnas County,NEFURN5URN
Gage County,NEGAGE7URN
Garden County,NEGARD9URN
Garfield County,NEGARF1URN
Gosper County,NEGOSP3URN
Grant County,NEGRAN5URN
Greeley County,NEGREE7URN
Hall County,NEHALL9URN
Hamilton County,NEHAMI1URN
Harlan County,NEHARL3URN
Hayes County,NEHAYE5URN
Hitchcock County,NEHITC7URN
Holt County,NEHOLT9URN
Hooker County,NEHOOK1URN
Howard County,NEHOWA3URN
Jefferson County,NEJEFF5URN
Johnson County,NEJOHN7URN
Kearney County,NEKEAR9URN
Keith County,NEKEIT1URN
Keya Paha County,NEKEYA3URN
Kimball County,NEKIMB5URN
Knox County,NEKNOX7URN
Lancaster County,NELANC9URN
Lincoln County,NELINC1URN
Logan County,NELOGA3URN
Loup County,NELOUP5URN
Madison County,NEMADI9URN
McPherson County,NEMCPH7URN
Merrick County,NEMERR1URN
Morrill County,NEMORR3URN
Nance County,NENANC5URN
Nemaha County,NENEMA7URN
Nuckolls County,NENUCK9URN
Otoe County,NEOTOE1URN
Pawnee County,NEPAWN3URN
Perkins County,NEPERK5URN
Phelps County,NEPHEL7URN
Pierce County,NEPIER9URN
Platte County,NEPLAT1URN
Polk County,NEPOLK3URN
Red Willow County,NEREDW5URN
Richardson County,NERICH7URN
Rock County,NEROCK9URN
Saline County,NESALI1URN
Sarpy County,NESARP5URN
Saunders County,NESAUN5URN
Scotts Bluff County,NESCOT7URN
Seward County,NESEWA9URN
Sheridan County,NESHER1URN
Sherman County,NESHER3URN
Sioux County,NESIOU5URN
Stanton County,NESTAN7URN
Thayer County,NETHAY9URN
Thomas County,NETHOM1URN
Thurston County,NETHUR3URN
Valley County,NEVALL5URN
Washington County,NEWASH7URN
Wayne County,NEWAYN9URN
Webster County,NEWEBS1URN
Wheeler County,NEWHEE3URN
York County,NEYORK5URN
Carson City,NVCARS0URN
Churchill County,NVCHUR1URN
Clark County,NVCLAR3URN
Douglas County,NVDOUG5URN
Elko County,NVELKO7URN
Esmeralda County,NVESME9URN
Eureka County,NVEURE1URN
Humboldt County,NVHUMB3URN
Lander County,NVLAND5URN
Lincoln County,NVLINC7URN
Lyon County,NVLYON9URN
Mineral County,NVMINE1URN
Nye County,NVNYEC3URN
Pershing County,NVPERS7URN
Storey County,NVSTOR9URN
Washoe County,NVWASH7URN
White Pine County,NVWHIT3URN
Belknap County,NHBELK1URN
Carroll County,NHCARR3URN
Cheshire County,NHCHES5URN
Coos County,NHCOOS7URN
Grafton County,NHGRAF0URN
Hillsborough County,NHHILL5URN
Merrimack County,NHMERR5URN
Rockingham County,NHROCK5URN
Strafford County,NHSTRA0URN
Sullivan County,NHSULL9URN
Atlantic County,NJATLA2URN
Bergen County,NJBERG5URN
Burlington County,NJBURL0URN
Camden County,NJCAMD7URN
Cape May County,NJCAPE1URN
Cumberland County,NJCUMB2URN
Essex County,NJESSE3URN
Gloucester County,NJGLOU5URN
Hudson County,NJHUDS7URN
Hunterdon County,NJHUNT0URN
Mercer County,NJMERC1URN
Middlesex County,NJMIDD2URN
Monmouth County,NJMONM3URN
Morris County,NJMORR5URN
Ocean County,NJOCEA5URN
Passaic County,NJPASS1URN
Salem County,NJSALE5URN
Somerset County,NJSOME0URN
Sussex County,NJSUSS0URN
Union County,NJUNIO9URN
Warren County,NJWARR5URN
Bernalillo County,NMBERN1URN
Catron County,NMCATR3URN
Chaves County,NMCHAV5URN
Cibola County,NMCIBO6URN
Colfax County,NMCOLF7URN
Curry County,NMCURR9URN
De Baca County,
Doña Ana County,
Eddy County,NMEDDY5URN
Grant County,NMGRAN7URN
Guadalupe County,NMGUAD9URN
Harding County,NMHARD1URN
Hidalgo County,NMHIDA3URN
Lea County,NMLEAC0URN
Lincoln County,NMLINC7URN
Los Alamos County,NMLOSA8URN
Luna County,NMLUNA9URN
McKinley County,NMMCKI5URN
Mora County,NMMORA3URN
Otero County,NMOTER5URN
Quay County,NMQUAY7URN
Rio Arriba County,NMRIOA9URN
Roosevelt County,NMROOS1URN
San Juan County,NMSANJ0URN
San Miguel County,NMSANM7URN
Sandoval County,NMSAND3URN
Santa Fe County,NMSANT5URN
Sierra County,NMSIER1URN
Socorro County,NMSOCO3URN
Taos County,NMTAOS5URN
Torrance County,NMTORR7URN
Union County,NMUNIO9URN
Valencia County,NMVALE0URN
Albany County,NYALBA1URN
Allegany County,NYALLE2URN
Bronx County,NYBRON5URN
Broome County,NYBROO7URN
Cattaraugus County,NYCATT0URN
Cayuga County,NYCAYU5URN
Chautauqua County,NYCHAU5URN
Chemung County,NYCHEM2URN
Chenango County,NYCHEN7URN
Clinton County,NYCLIN0URN
Columbia County,NYCOLU5URN
Cortland County,NYCORT3URN
Delaware County,NYDELA5URN
Dutchess County,NYDUTC7URN
Erie County,NYERIE9URN
Essex County,NYESSE1URN
Franklin County,NYFRAN3URN
Fulton County,NYFULT0URN
Genesee County,NYGENE5URN
Greene County,NYGREE9URN
Hamilton County,NYHAMI1URN
Herkimer County,NYHERK0URN
Jefferson County,NYJEFF0URN
Kings County,NYKING7URN
Lewis County,NYLEWI9URN
Livingston County,NYLIVI0URN
Madison County,NYMADI5URN
Monroe County,NYMONR5URN
Montgomery County,NYMONT0URN
Nassau County,NYNASS9URN
New York County,NYNEWY1URN
Niagara County,NYNIAG3URN
Oneida County,NYONEI5URN
Onondaga County,NYONON7URN
Ontario County,NYONTA5URN
Orange County,NYORAN1URN
Orleans County,NYORLE3URN
Oswego County,NYOSWE5URN
